FileName,Relative_Path,Crop,SubType,Ground_Truth,Model_Prediction,Confidence
Augmented_0_5388.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_5388.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.8752
Augmented_0_5574.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_5574.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.8402
Augmented_0_5811.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_5811.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.7360
Augmented_0_5990.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_5990.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.9354
Augmented_0_6038.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_6038.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.6549
Augmented_0_6491.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_6491.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.7483
Augmented_0_6725.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_6725.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.7136
Augmented_0_6787.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_6787.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.9960
Augmented_0_7382.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_7382.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.8050
Augmented_0_7455.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_7455.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.6800
Augmented_0_7589.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_7589.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.7899
Augmented_0_8623.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_8623.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.9954
Augmented_0_864.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_864.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.8176
Augmented_0_8661.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_8661.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.7920
Augmented_0_9351.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_9351.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.6249
Augmented_0_9405.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_9405.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.6219
Augmented_0_9444.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_9444.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.7960
Augmented_0_9464.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_9464.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.5080
Augmented_0_9521.jpeg,RAW_DATA\09_AloeVera\biotic\Leaf Spot\Augmented_0_9521.jpeg,AloeVera,Leaf Spot,Biotic,Abiotic,0.7845
